2.719	8.895	10.254	0.48	0.668	0.647	0.24	
2.782	8.481	10.653	0.264	0.718	0.62	0.652	
2.74	8.08	10.661	0.355	0.355	0.248	0.578	
2.444	8.987	10.737	0.631	0.495	0.391	0.739	
2.407	8.402	10.034	0.497	0.772	0.713	0.712	
2.982	6.242	10.68	0.757	0.534	0.46	0.537	
2.226	6.472	11.81	0.434	0.623	0.364	0.219	
3.575	7.89	10.451	0.309	0.73	0.276	0.644	
2.826	8.75	10.473	0.776	0.406	0.796	0.265	
4.94	8.292	11.43	0.56	0.291	0.222	0.385	
3.509	7.676	9.802	0.437	0.794	0.481	0.543	
3.6	6.542	11.191	0.733	0.243	0.517	0.471	
3.958	8.857	11.578	0.264	0.39	0.489	0.376	
3.38	7.155	9.58	0.61	0.506	0.779	0.382	
2.615	8.803	10.55	0.67	0.782	0.761	0.261	
3.126	8.085	11.526	0.699	0.631	0.438	0.313	
4.965	7.954	10.613	0.487	0.611	0.206	0.402	
3.289	8.606	9.676	0.471	0.509	0.749	0.305	
2.396	8.44	10.03	0.376	0.509	0.751	0.348	
4.22	6.612	10.157	0.232	0.774	0.293	0.581	
2.175	8.892	11.039	0.738	0.443	0.572	0.562	
2.72	6.721	9.853	0.499	0.538	0.481	0.636	
3.557	7.572	9.567	0.642	0.566	0.674	0.239	
2.094	6.955	10.214	0.318	0.621	0.519	0.644	
4.786	7.586	11.402	0.735	0.235	0.725	0.381	
2.769	7.054	10.405	0.762	0.295	0.24	0.793	
2.635	8.475	11.661	0.77	0.761	0.418	0.431	
4.324	6.401	11.768	0.592	0.252	0.255	0.422	
3.433	6.374	11.447	0.308	0.634	0.605	0.25	
3.343	6.779	10.846	0.496	0.337	0.338	0.737	
4.541	8.49	10.631	0.562	0.362	0.505	0.626	
3.093	6.573	9.865	0.309	0.78	0.244	0.639	
3.004	7.722	11.56	0.259	0.754	0.676	0.587	
2.443	7.988	11.239	0.717	0.66	0.361	0.272	
4.754	7.681	11.216	0.483	0.475	0.323	0.251	
4.751	6.892	9.706	0.272	0.352	0.546	0.314	
2.077	8.207	11.655	0.78	0.361	0.549	0.543	
4.572	7.398	10.451	0.746	0.472	0.569	0.519	
2.483	6.349	9.862	0.303	0.473	0.737	0.598	
4.02	8.498	10.778	0.618	0.431	0.672	0.465	
4.726	8.832	10.604	0.773	0.303	0.636	0.434	
3.476	6.898	9.519	0.547	0.443	0.349	0.434	
2.509	7.843	10.686	0.352	0.501	0.334	0.742	
4.841	7.964	10.296	0.297	0.625	0.591	0.783	
3.046	7.898	10.276	0.646	0.439	0.338	0.243	
2.823	6.114	11.332	0.796	0.51	0.582	0.401	
3.13	8.572	10.338	0.207	0.453	0.245	0.73	
2.402	8.729	10.318	0.571	0.268	0.261	0.511	
3.63	8.608	11.348	0.779	0.71	0.664	0.577	
4.897	6.554	10.616	0.768	0.442	0.295	0.521	
4.133	6.236	9.56	0.78	0.345	0.547	0.271	
4.802	7.023	10.267	0.777	0.357	0.396	0.675	
2.903	8.009	10.537	0.57	0.237	0.378	0.354	
4.413	8.189	11.307	0.745	0.429	0.769	0.68	
2.695	8.243	10.092	0.442	0.245	0.521	0.469	
4.728	8.262	10.532	0.691	0.229	0.217	0.766	
2.858	7.807	9.584	0.514	0.793	0.588	0.201	
4.826	8.528	11.53	0.586	0.684	0.239	0.728	
4.665	8.199	11.208	0.408	0.689	0.482	0.248	
3.715	7.625	11.7	0.586	0.8	0.781	0.25	
4.548	8.4	10.21	0.32	0.616	0.207	0.595	
4.72	6.154	9.558	0.465	0.7	0.396	0.559	
2.623	8.564	10.063	0.637	0.409	0.676	0.756	
3.113	8.727	11.068	0.667	0.342	0.492	0.792	
3.351	8.316	11.977	0.428	0.289	0.583	0.785	
4.554	6.129	9.557	0.794	0.77	0.54	0.505	
2.586	7.258	11.136	0.589	0.662	0.433	0.619	
2.345	6.8	11.879	0.246	0.549	0.458	0.204	
3.488	7.897	10.341	0.78	0.482	0.714	0.75	
4.886	7.482	10.182	0.436	0.366	0.713	0.743	
4.467	6.258	10.907	0.63	0.245	0.304	0.751	
2.505	7.823	11.007	0.25	0.375	0.599	0.632	
4.137	7.341	11.295	0.622	0.567	0.266	0.519	
3.487	8.035	11.855	0.52	0.248	0.732	0.433	
4.416	8.773	11.308	0.744	0.408	0.471	0.335	
3.402	8.068	11.422	0.615	0.548	0.321	0.786	
4.521	7.416	11.956	0.244	0.775	0.338	0.649	
3.219	7.204	11.031	0.531	0.606	0.732	0.603	
4.425	7.441	10.047	0.371	0.455	0.677	0.488	
3.264	7.631	9.987	0.609	0.755	0.427	0.655	
2.866	8.753	9.715	0.65	0.391	0.206	0.401	
4.041	8.018	10.542	0.795	0.243	0.491	0.458	
4.714	7.3	11.539	0.304	0.597	0.309	0.793	
3.55	6.661	11.075	0.614	0.246	0.574	0.318	
2.089	6.484	10.679	0.705	0.417	0.688	0.228	
4.955	7.148	11.489	0.683	0.717	0.26	0.449	
2.018	6.619	10.953	0.449	0.333	0.641	0.528	
3.003	8.256	11.673	0.295	0.559	0.426	0.339	
4.718	6.266	10.368	0.433	0.416	0.542	0.456	
3.046	8.565	11.986	0.276	0.799	0.291	0.443	
2.968	8.267	11.44	0.266	0.79	0.695	0.203	
3.274	8.691	9.906	0.778	0.239	0.335	0.327	
2.199	8.394	9.561	0.479	0.315	0.513	0.331	
2.281	6.954	10.572	0.29	0.478	0.438	0.424	
2.158	8.77	11.551	0.279	0.447	0.41	0.448	
4.782	7.064	11.36	0.262	0.605	0.402	0.323	
3.227	8.163	11.999	0.295	0.629	0.507	0.614	
2.755	6.288	11.108	0.44	0.703	0.231	0.358	
3.839	7.849	11.997	0.305	0.776	0.8	0.564	
3.425	7.792	11.393	0.619	0.317	0.473	0.535	
2.174	6.734	11.964	0.748	0.313	0.462	0.487	
3.001	6.606	10.268	0.551	0.547	0.44	0.753	
3.183	7.705	10.125	0.767	0.409	0.346	0.653	
2.598	7.562	11.202	0.327	0.75	0.42	0.331	
3.649	6.931	10.885	0.418	0.366	0.626	0.698	
4.879	6.651	11.437	0.493	0.615	0.268	0.289	
4.92	8.76	9.745	0.255	0.342	0.396	0.494	
4.452	8.024	9.59	0.687	0.532	0.222	0.391	
2.696	7.767	9.868	0.674	0.285	0.704	0.528	
3.892	8.967	11.144	0.3	0.512	0.384	0.233	
3.833	8.958	10.571	0.25	0.682	0.204	0.598	
3.858	7.576	11.116	0.482	0.685	0.449	0.61	
3.065	7.477	10.88	0.692	0.219	0.764	0.384	
3.497	6.742	11.915	0.63	0.691	0.395	0.603	
3.68	6.476	10.292	0.395	0.707	0.589	0.72	
2.919	7.573	11.155	0.348	0.286	0.495	0.284	
2.802	8.629	10.514	0.403	0.45	0.618	0.703	
3.568	7.757	10.703	0.561	0.554	0.424	0.495	
4.467	8.129	10.703	0.602	0.728	0.222	0.571	
3.389	6.649	11.104	0.448	0.238	0.68	0.216	
3.558	8.648	9.989	0.695	0.553	0.394	0.251	
2.163	7.005	11.64	0.205	0.679	0.606	0.231	
2.563	6.144	11.725	0.514	0.445	0.778	0.357	
3.703	8.634	11.266	0.237	0.431	0.651	0.619	
2.24	6.939	11.336	0.621	0.389	0.683	0.43	
4.208	6.542	10.384	0.281	0.217	0.532	0.549	
4.805	7.318	10.505	0.72	0.323	0.337	0.467	
4.324	8.797	11.335	0.263	0.528	0.473	0.73	
2.247	8.922	10.012	0.756	0.693	0.722	0.72	
2.764	7.149	10.524	0.709	0.404	0.756	0.663	
2.397	6.53	9.555	0.758	0.671	0.79	0.21	
3.868	6.876	10.797	0.507	0.644	0.219	0.403	
3.787	8.506	10.082	0.58	0.536	0.495	0.261	
4.687	7.814	11.903	0.51	0.522	0.354	0.396	
3.4	8.807	11.834	0.52	0.799	0.568	0.688	
2.546	7.55	11.25	0.408	0.766	0.221	0.49	
3.97	6.535	9.613	0.619	0.717	0.648	0.215	
3.972	6.485	10.299	0.382	0.539	0.374	0.363	
4.16	7.618	9.903	0.495	0.735	0.564	0.242	
3.921	6.232	10.103	0.458	0.592	0.36	0.426	
2.63	7.726	10.226	0.512	0.269	0.339	0.306	
3.63	7.59	11.646	0.388	0.405	0.324	0.245	
2.744	8.105	10.223	0.423	0.791	0.377	0.203	
4.936	6.323	11.91	0.523	0.763	0.307	0.766	
4.89	7.581	10.597	0.553	0.696	0.324	0.798	
2.119	6.782	9.893	0.206	0.657	0.775	0.603	
2.945	8.589	10.612	0.754	0.608	0.489	0.477	
3.687	7.858	11.662	0.35	0.624	0.778	0.491	
2.812	7.894	10.012	0.212	0.348	0.302	0.355	
3.751	6.573	11.186	0.427	0.299	0.254	0.62	
2.579	6.431	11.343	0.351	0.66	0.674	0.416	
3.079	6.587	10.252	0.22	0.409	0.686	0.302	
3.529	7.598	10.557	0.755	0.574	0.546	0.668	
4.648	6.357	10.489	0.559	0.717	0.66	0.569	
3.74	7.264	10.632	0.722	0.511	0.71	0.777	
3.835	6.657	11.685	0.489	0.35	0.544	0.263	
4.604	6.285	11.972	0.242	0.77	0.305	0.489	
4.874	8.85	10.437	0.412	0.314	0.729	0.368	
2.986	8.302	11.913	0.589	0.63	0.672	0.568	
4.958	7.66	11.571	0.776	0.332	0.668	0.269	
3.337	7.063	11.803	0.28	0.523	0.581	0.628	
4.606	7.567	10.183	0.722	0.638	0.355	0.346	
2.356	7.939	10.486	0.577	0.525	0.246	0.598	
4.989	7.823	10.441	0.409	0.558	0.34	0.461	
4.931	7.051	11.501	0.404	0.783	0.677	0.2	
4.555	7.584	11.466	0.523	0.203	0.508	0.681	
4.635	7.232	11.927	0.701	0.414	0.649	0.238	
4.477	7.163	10.453	0.634	0.331	0.745	0.386	
2.854	8.422	11.948	0.791	0.497	0.765	0.706	
3.267	8.864	11.155	0.202	0.538	0.528	0.426	
4.536	7.19	11.698	0.549	0.514	0.335	0.697	
2.311	8.604	10.722	0.714	0.271	0.579	0.702	
2.434	8.17	10.321	0.708	0.558	0.71	0.398	
2.188	6.715	10.626	0.693	0.53	0.305	0.386	
2.157	8.853	11.122	0.251	0.346	0.441	0.461	
3.416	7.739	9.995	0.315	0.754	0.703	0.762	
3.86	7.943	11.99	0.44	0.412	0.335	0.376	
4.767	6.243	10.491	0.624	0.361	0.23	0.492	
2.812	8.548	11.204	0.733	0.458	0.388	0.492	
2.801	8.676	10.645	0.403	0.46	0.461	0.335	
3.325	8.063	9.721	0.782	0.413	0.48	0.708	
4.829	7.314	10.629	0.6	0.649	0.556	0.751	
4.926	7.609	9.788	0.555	0.373	0.726	0.572	
4.28	8.246	10.441	0.686	0.241	0.776	0.483	
3.494	7.809	9.972	0.669	0.271	0.533	0.439	
4.314	7.206	11.317	0.783	0.787	0.631	0.478	
3.723	6.739	9.867	0.761	0.529	0.463	0.468	
2.722	6.216	10.128	0.536	0.531	0.437	0.261	
2.089	8.771	10.187	0.62	0.772	0.585	0.759	
3.529	8.694	10.189	0.313	0.676	0.255	0.238	
2.805	7.516	9.748	0.382	0.266	0.377	0.701	
2.466	8.239	11.099	0.467	0.573	0.415	0.738	
3.536	8.08	11.171	0.796	0.404	0.706	0.758	
2.988	7.297	11.704	0.59	0.552	0.31	0.785	
3.679	6.342	11.399	0.47	0.581	0.661	0.481	
2.689	7.74	10.104	0.246	0.498	0.728	0.439	
2.184	8.873	11.772	0.74	0.49	0.73	0.355	
2.03	7.825	10.465	0.662	0.743	0.598	0.649	
4.375	6.136	11.585	0.526	0.515	0.575	0.659	
2.216	8.663	10.141	0.577	0.536	0.448	0.262	
4.225	8.861	11.869	0.593	0.209	0.274	0.391	
2.594	8.14	10.322	0.497	0.424	0.493	0.48	
4.097	8.344	10.845	0.448	0.319	0.722	0.714	
4.857	8.022	11.301	0.592	0.278	0.386	0.429	
4.297	6.687	9.839	0.281	0.53	0.6	0.528	
2.53	8.805	11.791	0.788	0.597	0.408	0.37	
3.083	7.654	11.277	0.474	0.744	0.34	0.431	
3.908	8.312	10.013	0.479	0.706	0.523	0.738	
3.936	8.281	10.287	0.761	0.521	0.77	0.732	
3.031	8.25	10.871	0.5	0.649	0.51	0.697	
4.733	6.032	10.242	0.603	0.511	0.558	0.754	
3.157	7.12	10.399	0.276	0.691	0.225	0.284	
2.405	8.618	11.926	0.498	0.677	0.745	0.604	
3.103	6.949	11.458	0.46	0.516	0.56	0.643	
3.706	6.38	11.735	0.272	0.253	0.484	0.361	
3.239	8.518	11.166	0.341	0.56	0.33	0.623	
3.367	7.852	10.763	0.649	0.681	0.548	0.409	
4.101	6.638	11.508	0.527	0.352	0.511	0.517	
2.448	7.0	10.52	0.456	0.394	0.609	0.53	
3.212	6.852	11.86	0.733	0.216	0.261	0.344	
3.146	8.653	10.017	0.77	0.721	0.617	0.66	
4.291	7.294	10.23	0.397	0.334	0.774	0.419	
4.364	7.629	10.446	0.454	0.488	0.567	0.721	
2.853	7.616	10.807	0.305	0.575	0.687	0.334	
4.656	7.829	10.202	0.625	0.507	0.318	0.473	
3.413	7.803	11.623	0.3	0.762	0.526	0.503	
4.693	8.815	11.211	0.472	0.681	0.568	0.734	
3.777	6.221	10.099	0.595	0.237	0.585	0.571	
4.456	7.824	11.329	0.658	0.726	0.472	0.375	
4.197	6.588	10.007	0.724	0.365	0.389	0.627	
2.803	7.835	11.104	0.423	0.567	0.344	0.239	
3.55	8.809	11.586	0.306	0.306	0.772	0.509	
2.877	8.165	11.186	0.491	0.374	0.231	0.242	
3.781	7.462	9.73	0.233	0.578	0.307	0.604	
3.421	6.151	10.825	0.475	0.618	0.415	0.455	
3.574	7.6	11.418	0.662	0.442	0.463	0.683	
2.429	6.505	10.666	0.51	0.221	0.354	0.707	
2.147	6.7	11.542	0.418	0.674	0.742	0.799	
3.955	6.433	10.97	0.759	0.553	0.741	0.725	
4.358	8.761	10.636	0.592	0.289	0.313	0.74	
2.228	8.319	11.052	0.577	0.394	0.67	0.425	
3.002	7.017	11.612	0.356	0.263	0.302	0.315	
2.558	8.076	9.911	0.578	0.303	0.575	0.363	
2.752	6.756	9.822	0.645	0.368	0.391	0.611	
2.655	6.825	10.535	0.248	0.594	0.425	0.426	
2.829	7.854	10.784	0.302	0.638	0.65	0.453	
4.973	7.656	10.487	0.646	0.667	0.479	0.286	
3.503	6.038	10.889	0.621	0.237	0.223	0.575	
3.426	6.185	11.889	0.524	0.664	0.351	0.272	
2.637	8.235	10.581	0.724	0.767	0.446	0.719	
4.254	8.157	9.956	0.665	0.679	0.584	0.557	
4.388	6.315	10.933	0.424	0.394	0.23	0.326	
2.026	8.47	9.936	0.379	0.451	0.351	0.466	
4.359	7.906	10.059	0.346	0.273	0.686	0.678	
2.134	7.565	11.548	0.48	0.312	0.455	0.71	
3.764	8.03	11.029	0.617	0.777	0.375	0.646	
2.034	6.068	10.031	0.401	0.513	0.569	0.696	
3.707	6.067	9.848	0.427	0.588	0.607	0.566	
4.493	8.091	10.383	0.647	0.259	0.374	0.688	
3.052	8.406	11.529	0.677	0.316	0.761	0.687	
2.493	7.933	10.905	0.659	0.202	0.386	0.414	
2.957	6.296	11.407	0.476	0.782	0.371	0.732	
2.267	7.892	11.299	0.477	0.715	0.61	0.429	
4.054	6.938	10.158	0.682	0.627	0.254	0.661	
2.715	6.24	10.198	0.619	0.328	0.333	0.654	
3.933	7.832	11.84	0.436	0.718	0.683	0.273	
2.6	7.583	10.502	0.479	0.792	0.395	0.442	
2.761	8.124	11.968	0.757	0.268	0.3	0.634	
2.304	7.129	11.126	0.297	0.661	0.2	0.776	
4.307	6.764	11.787	0.26	0.571	0.608	0.744	
3.719	6.579	10.868	0.346	0.241	0.744	0.691	
4.583	8.954	11.988	0.28	0.767	0.467	0.681	
3.439	6.26	11.354	0.726	0.273	0.232	0.532	
2.794	7.362	11.576	0.364	0.755	0.77	0.475	
4.622	8.634	11.019	0.708	0.476	0.619	0.386	
2.176	6.584	10.197	0.767	0.8	0.622	0.482	
2.071	6.559	10.691	0.596	0.47	0.633	0.7	
3.711	7.994	11.525	0.417	0.427	0.427	0.7	
3.683	8.093	11.451	0.521	0.214	0.512	0.537	
3.024	7.785	10.211	0.372	0.298	0.435	0.723	
2.024	7.222	11.965	0.667	0.659	0.233	0.284	
3.649	6.806	11.959	0.248	0.759	0.345	0.607	
2.462	8.222	9.851	0.746	0.655	0.613	0.228	
2.724	6.026	11.614	0.539	0.322	0.294	0.236	
3.705	6.75	11.097	0.22	0.3	0.502	0.23	
4.698	8.381	11.513	0.455	0.389	0.658	0.603	
3.213	8.523	10.385	0.677	0.526	0.404	0.607	
4.83	7.949	11.945	0.732	0.55	0.403	0.282	
4.943	6.854	10.856	0.42	0.669	0.603	0.704	
2.336	8.72	11.945	0.787	0.684	0.316	0.305	
2.898	7.059	11.638	0.638	0.339	0.392	0.449	
4.679	6.197	9.631	0.225	0.734	0.427	0.726	
3.425	7.321	10.235	0.401	0.316	0.661	0.642	
3.96	7.686	11.718	0.707	0.646	0.241	0.621	
2.422	6.532	10.267	0.468	0.502	0.43	0.545	
4.616	7.319	10.147	0.394	0.606	0.375	0.752	
4.657	6.759	10.835	0.607	0.794	0.433	0.367	
2.849	7.512	9.559	0.416	0.208	0.341	0.75	
3.654	7.36	10.848	0.534	0.642	0.559	0.527	
3.228	6.637	11.634	0.535	0.372	0.756	0.372	
2.913	6.84	10.895	0.319	0.296	0.472	0.779	
4.917	6.02	10.178	0.274	0.7	0.64	0.644	
3.203	7.157	10.225	0.675	0.218	0.481	0.648	
3.901	6.683	9.697	0.784	0.537	0.708	0.543	
2.022	6.668	9.546	0.607	0.201	0.604	0.325	
4.613	6.77	11.142	0.766	0.208	0.279	0.477	
4.833	7.168	9.933	0.513	0.736	0.248	0.403	
4.082	7.283	10.567	0.46	0.232	0.679	0.504	
2.219	7.153	10.434	0.326	0.273	0.691	0.462	
4.511	6.397	10.375	0.446	0.229	0.663	0.344	
2.785	6.113	10.813	0.548	0.618	0.798	0.359	
3.594	8.182	11.025	0.381	0.614	0.735	0.707	
3.828	7.994	11.797	0.58	0.773	0.424	0.537	
2.252	7.124	10.562	0.379	0.495	0.394	0.581	
3.24	8.123	9.592	0.594	0.752	0.312	0.532	
2.947	7.591	11.943	0.616	0.455	0.636	0.321	
4.337	7.311	9.98	0.263	0.762	0.485	0.797	
2.84	8.04	10.981	0.523	0.385	0.718	0.762	
3.542	6.536	11.425	0.201	0.385	0.443	0.767	
2.663	6.545	10.769	0.328	0.784	0.765	0.648	
4.558	8.101	9.615	0.295	0.427	0.672	0.28	
4.803	8.448	10.439	0.75	0.474	0.449	0.309	
4.126	6.945	11.857	0.339	0.568	0.269	0.634	
4.252	8.926	9.946	0.431	0.358	0.221	0.622	
4.378	8.238	10.429	0.727	0.479	0.684	0.36	
4.994	6.904	10.882	0.275	0.775	0.441	0.286	
2.777	6.245	10.186	0.651	0.368	0.479	0.759	
2.582	7.596	9.819	0.609	0.748	0.681	0.279	
4.125	6.725	11.192	0.712	0.683	0.687	0.791	
2.52	8.046	10.482	0.247	0.773	0.547	0.298	
3.528	6.611	10.033	0.296	0.738	0.255	0.62	
3.91	6.071	11.614	0.25	0.711	0.477	0.668	
4.735	6.115	10.83	0.337	0.778	0.271	0.291	
3.84	7.553	10.717	0.237	0.268	0.293	0.225	
2.358	6.719	9.921	0.638	0.676	0.675	0.421	
3.967	7.485	9.516	0.585	0.399	0.411	0.631	
3.087	8.357	10.34	0.44	0.697	0.31	0.252	
2.16	7.66	9.722	0.353	0.468	0.34	0.333	
4.345	7.578	9.789	0.279	0.606	0.261	0.557	
4.525	7.868	10.943	0.418	0.52	0.524	0.626	
4.474	8.011	10.314	0.546	0.52	0.267	0.593	
3.754	7.966	9.55	0.603	0.352	0.229	0.318	
3.506	7.714	10.419	0.388	0.213	0.253	0.646	
4.774	6.36	10.129	0.367	0.24	0.781	0.638	
2.844	8.203	10.372	0.506	0.481	0.521	0.372	
3.149	6.479	11.731	0.359	0.442	0.298	0.64	
4.561	8.898	11.377	0.531	0.677	0.613	0.577	
2.036	7.117	11.868	0.362	0.244	0.529	0.794	
2.413	8.241	10.306	0.313	0.247	0.429	0.683	
2.848	6.205	10.861	0.407	0.775	0.433	0.76	
3.163	8.929	11.235	0.331	0.732	0.518	0.67	
2.458	7.536	10.922	0.285	0.288	0.414	0.592	
2.773	6.983	11.162	0.772	0.7	0.393	0.346	
4.713	7.202	10.449	0.45	0.381	0.797	0.469	
2.887	6.46	11.285	0.518	0.79	0.557	0.452	
2.472	7.56	10.209	0.29	0.235	0.378	0.537	
3.987	6.346	10.403	0.721	0.738	0.483	0.465	
4.095	6.851	10.939	0.35	0.619	0.315	0.775	
2.061	7.752	10.605	0.385	0.239	0.571	0.474	
4.358	7.685	11.08	0.475	0.711	0.349	0.316	
2.694	7.076	9.909	0.573	0.431	0.456	0.425	
3.535	6.97	10.748	0.461	0.346	0.796	0.554	
3.16	8.969	11.088	0.407	0.53	0.241	0.496	
3.207	6.381	10.952	0.744	0.478	0.205	0.553	
4.948	7.154	11.824	0.636	0.521	0.242	0.627	
3.524	7.048	10.485	0.503	0.329	0.305	0.295	
4.606	8.906	11.439	0.398	0.667	0.42	0.348	
2.308	6.453	10.381	0.265	0.517	0.436	0.297	
3.789	7.445	9.941	0.23	0.647	0.251	0.627	
4.857	7.083	11.025	0.559	0.512	0.785	0.405	
4.173	7.161	10.469	0.757	0.583	0.382	0.298	
3.184	8.389	9.893	0.407	0.518	0.432	0.604	
4.81	8.05	11.508	0.714	0.378	0.386	0.279	
3.508	6.845	11.242	0.27	0.638	0.504	0.553	
4.752	8.804	10.251	0.609	0.506	0.679	0.709	
2.557	7.947	9.804	0.725	0.593	0.798	0.316	
4.333	7.011	11.058	0.696	0.628	0.465	0.352	
3.0	6.991	9.69	0.686	0.266	0.439	0.729	
2.789	6.303	11.815	0.239	0.365	0.253	0.483	
3.928	7.279	11.51	0.312	0.57	0.396	0.719	
4.837	7.512	10.487	0.692	0.71	0.275	0.783	
4.938	6.435	9.696	0.737	0.564	0.374	0.552	
2.738	6.233	10.637	0.295	0.741	0.515	0.571	
4.75	6.93	10.405	0.501	0.271	0.407	0.266	
4.407	6.006	9.572	0.362	0.761	0.729	0.665	
3.607	8.186	11.875	0.441	0.428	0.285	0.453	
4.173	8.467	9.746	0.795	0.599	0.562	0.44	
4.523	8.591	11.704	0.21	0.2	0.327	0.746	
4.06	8.524	11.725	0.726	0.216	0.366	0.25	
4.07	6.011	11.055	0.228	0.516	0.594	0.674	
4.73	6.346	10.762	0.276	0.483	0.6	0.257	
4.308	6.194	10.906	0.488	0.765	0.78	0.71	
3.979	7.617	11.484	0.523	0.64	0.299	0.395	
2.471	7.021	11.886	0.626	0.514	0.624	0.24	
3.532	6.742	10.993	0.658	0.433	0.352	0.671	
2.54	7.965	10.637	0.788	0.319	0.509	0.683	
3.081	7.551	9.975	0.563	0.625	0.499	0.549	
2.611	7.472	11.17	0.622	0.53	0.468	0.58	
3.779	8.748	10.224	0.418	0.605	0.232	0.437	
4.654	8.317	11.091	0.463	0.219	0.757	0.647	
4.757	7.967	10.42	0.519	0.702	0.516	0.571	
4.814	6.165	11.337	0.771	0.237	0.638	0.361	
4.01	7.873	11.667	0.376	0.663	0.267	0.772	
4.131	6.882	10.927	0.322	0.506	0.219	0.692	
4.298	6.195	10.328	0.546	0.29	0.206	0.746	
2.41	7.059	11.758	0.733	0.535	0.531	0.561	
3.494	6.972	10.912	0.519	0.299	0.326	0.279	
3.676	8.875	10.111	0.61	0.536	0.378	0.248	
4.77	7.119	9.704	0.448	0.334	0.345	0.232	
2.203	7.011	9.685	0.29	0.343	0.596	0.401	
3.365	7.074	11.616	0.467	0.51	0.592	0.234	
3.547	7.462	10.564	0.469	0.717	0.258	0.557	
3.012	6.678	10.117	0.78	0.512	0.287	0.714	
2.017	7.84	10.587	0.444	0.415	0.468	0.342	
4.636	6.129	11.248	0.719	0.669	0.283	0.319	
3.06	8.754	11.62	0.309	0.666	0.531	0.631	
4.52	6.951	11.715	0.415	0.556	0.477	0.236	
2.346	6.27	9.572	0.517	0.292	0.507	0.399	
4.382	8.943	10.346	0.744	0.508	0.243	0.437	
2.737	7.641	11.107	0.581	0.323	0.582	0.208	
2.379	7.628	11.803	0.645	0.581	0.578	0.566	
3.047	7.496	10.966	0.327	0.234	0.451	0.647	
2.013	7.537	10.949	0.228	0.704	0.421	0.673	
3.376	7.082	11.331	0.225	0.782	0.385	0.714	
3.051	8.112	10.21	0.748	0.461	0.456	0.381	
4.233	7.337	11.32	0.663	0.217	0.769	0.495	
